Subject,Marks,Hours,Student_id,Year
Science,91.4,7.5,S11508,4
Maths,88.6,3.1,S11508,4
Language,69.6,2.2,S11509,4
Science,69.1,2.2,S11509,4
Maths,52.4,3.9,S11509,4
Language,78.2,1.4,S11510,3
Science,94.4,4.4,S11510,3
Maths,77.8,5.8,S11510,3
Language,63.9,2.6,S11511,3
Science,62.8,1.3,S11511,3
Maths,78.3,3.5,S11511,3
Language,79.4,1.6,S11512,1
Science,83.8,7.7,S11512,1
Maths,95.4,3.9,S11512,1
Language,74.4,1.9,S11513,1
Science,99.7,4.9,S11513,1
Maths,55.0,1.4,S11513,1
Language,69.3,2.6,S11514,4
Science,86.3,3.3,S11514,4
Maths,59.1,4.4,S11514,4
Language,77.6,2.2,S11515,2
Science,81.6,3.1,S11515,2
Maths,57.4,7.7,S11515,2
Language,69.6,1.9,S11516,3
Science,99.2,4.9,S11516,3
Maths,69.7,2.0,S11516,3
Language,78.8,1.4,S11517,3
Science,92.7,6.4,S11517,3
Maths,56.4,1.8,S11517,3
Language,74.3,1.7,S11518,4
Science,83.4,3.9,S11518,4
Maths,81.3,3.1,S11518,4
Language,77.2,1.8,S11519,1
Science,76.5,2.3,S11519,1
Maths,70.5,5.0,S11519,1
Language,74.7,1.9,S11520,2
Science,73.2,2.9,S11520,2
Maths,36.9,7.6,S11520,2
Language,76.5,1.8,S11521,1
Science,79.2,7.1,S11521,1
Maths,65.1,2.5,S11521,1
Language,69.1,2.6,S11522,1
Science,86.3,2.5,S11522,1
Maths,75.3,3.3,S11522,1
Language,78.9,1.8,S11523,1
Science,92.7,4.6,S11523,1
Maths,77.3,2.3,S11523,1
Language,80.2,2.2,S11524,1
Science,93.8,7.2,S11524,1
Maths,95.0,3.6,S11524,1
Language,68.2,2.3,S11525,3
Science,100.0,4.8,S11525,3
Maths,48.7,6.6,S11525,3
Language,69.4,2.1,S11526,3
Science,65.8,1.6,S11526,3
Maths,77.4,3.4,S11526,3
Language,71.5,2.6,S11527,1
Science,90.6,5.6,S11527,1
Maths,61.0,7.8,S11527,1
Language,75.9,1.8,S11528,2
Science,84.6,7.1,S11528,2
Maths,81.8,7.2,S11528,2
Language,81.4,2.6,S11529,4
Science,93.2,6.5,S11529,4
Maths,74.5,7.8,S11529,4
Language,57.8,3.0,S11530,2
Science,98.5,5.3,S11530,2
Maths,76.4,1.4,S11530,2
Language,78.1,1.4,S11531,2
Science,89.5,4.0,S11531,2
Maths,81.7,3.5,S11531,2
Language,86.9,1.9,S11532,2
Science,93.7,6.6,S11532,2
Maths,76.4,4.2,S11532,2
Language,83.2,1.7,S11533,1
Science,99.3,5.6,S11533,1
Maths,85.9,1.4,S11533,1
Language,73.5,1.3,S11534,3
Science,91.6,5.7,S11534,3
Maths,47.7,1.1,S11534,3
Language,81.5,1.6,S11535,2
Science,98.7,4.7,S11535,2
Maths,56.2,1.6,S11535,2
Language,77.2,1.9,S11536,1
Science,85.3,3.0,S11536,1
Maths,72.0,3.9,S11536,1
Language,73.8,3.0,S11537,2
Science,57.9,1.0,S11537,2
Maths,37.5,6.1,S11537,2
Language,74.1,2.2,S11538,2
Science,79.5,7.5,S11538,2
Maths,55.2,6.7,S11538,2
Language,80.3,1.1,S11539,1
Science,68.0,2.2,S11539,1
Maths,80.8,4.6,S11539,1
Language,77.9,1.2,S11540,3
Science,91.1,7.4,S11540,3
Maths,59.8,7.6,S11540,3
Language,79.0,1.0,S11541,3
Science,84.0,7.4,S11541,3
Maths,60.5,1.8,S11541,3
Language,76.8,1.8,S11542,4
Science,91.3,7.1,S11542,4
Maths,77.6,3.6,S11542,4
Language,67.1,2.3,S11543,1
Science,99.0,6.2,S11543,1
Maths,79.0,4.8,S11543,1
Language,76.3,1.8,S11544,4
Science,91.3,7.1,S11544,4
Maths,68.1,7.7,S11544,4
Language,89.7,1.0,S11545,4
Science,60.3,1.3,S11545,4
Maths,52.2,2.8,S11545,4
Language,71.7,1.6,S11546,4
Science,57.7,1.7,S11546,4
Maths,66.4,1.3,S11546,4
Language,85.4,1.9,S11547,3
Science,96.6,5.4,S11547,3
Maths,87.3,5.5,S11547,3
Language,69.2,2.9,S11548,1
Science,100.0,5.5,S11548,1
Maths,65.2,2.2,S11548,1
Language,75.2,2.0,S11549,4
Science,84.8,7.5,S11549,4
Maths,75.9,5.1,S11549,4
Language,81.8,1.5,S11550,1
Science,76.7,3.0,S11550,1
Maths,59.1,2.4,S11550,1
Language,75.1,2.2,S11551,1
Science,100.0,5.3,S11551,1
Maths,76.2,5.7,S11551,1
Language,74.8,1.8,S11552,3
Science,99.4,4.8,S11552,3
Maths,77.3,7.7,S11552,3
Language,75.8,2.3,S11553,4
Science,90.3,6.9,S11553,4
Maths,61.1,2.2,S11553,4
Language,70.0,2.0,S11554,4
Science,63.7,1.0,S11554,4
Maths,62.4,3.4,S11554,4
Language,74.5,1.7,S11555,1
Science,71.2,2.2,S11555,1
Maths,70.9,4.2,S11555,1
Language,73.2,1.4,S11556,2
Science,89.8,6.4,S11556,2
Maths,61.9,6.0,S11556,2
Language,78.8,2.8,S11557,3
Science,83.4,7.8,S11557,3
Maths,69.0,4.7,S11557,3
Language,88.9,1.2,S11558,3
Science,89.3,4.7,S11558,3
Maths,80.7,3.3,S11558,3
Language,78.3,1.4,S11559,3
Science,92.3,5.6,S11559,3
Maths,61.9,1.2,S11559,3
Language,87.3,1.3,S11560,3
Science,76.8,2.4,S11560,3
Maths,79.2,5.7,S11560,3
Language,70.1,1.8,S11561,4
Science,93.0,5.6,S11561,4
Maths,37.9,1.6,S11561,4
Language,79.4,1.2,S11562,4
Science,98.7,5.3,S11562,4
Maths,67.1,6.0,S11562,4
Language,83.9,1.1,S11563,2
Science,53.8,1.0,S11563,2
Maths,49.2,1.4,S11563,2
Language,78.6,1.4,S11564,3
Science,93.3,5.2,S11564,3
Maths,72.1,4.8,S11564,3
Language,76.2,1.1,S11565,3
Science,89.3,3.8,S11565,3
Maths,61.8,5.8,S11565,3
Language,64.5,2.1,S11566,1
Science,84.7,6.9,S11566,1
Maths,73.4,2.5,S11566,1
Language,80.0,1.8,S11567,4
Science,76.5,3.1,S11567,4
Maths,59.0,1.3,S11567,4
Language,79.1,1.2,S11568,3
Science,83.7,6.9,S11568,3
Maths,50.6,2.6,S11568,3
Language,73.5,2.1,S11569,2
Science,88.2,4.9,S11569,2
Maths,61.7,2.3,S11569,2
Language,94.6,1.0,S11570,2
Science,93.4,6.8,S11570,2
Maths,77.2,4.5,S11570,2
Language,75.0,2.7,S11571,4
Science,72.1,2.0,S11571,4
Maths,73.0,2.2,S11571,4
Language,68.4,1.4,S11572,2
Science,94.6,5.7,S11572,2
Maths,45.0,6.9,S11572,2
Language,60.5,3.0,S11573,2
Science,91.8,6.5,S11573,2
Maths,73.9,2.6,S11573,2
Language,73.1,1.8,S11574,4
Science,80.6,2.9,S11574,4
Maths,78.6,1.3,S11574,4
Language,78.7,1.0,S11575,3
Science,100.0,5.7,S11575,3
Maths,84.4,5.7,S11575,3
Language,78.0,1.7,S11576,3
Science,88.0,4.4,S11576,3
Maths,30.8,6.1,S11576,3
Language,73.5,1.6,S11577,2
Science,72.8,2.5,S11577,2
Maths,72.4,3.4,S11577,2
Language,82.4,1.1,S11578,2
Science,79.3,3.3,S11578,2
Maths,81.2,5.7,S11578,2
Language,78.7,2.9,S11579,3
Science,61.1,1.2,S11579,3
Maths,76.9,3.3,S11579,3
Language,86.3,1.3,S11580,4
Science,85.7,3.2,S11580,4
Maths,67.8,4.8,S11580,4
Language,80.2,2.7,S11581,2
Science,93.9,6.4,S11581,2
Maths,50.8,2.6,S11581,2
Language,66.5,2.1,S11582,1
Science,72.3,2.6,S11582,1
Maths,76.3,4.7,S11582,1
Language,75.0,1.0,S11583,4
Science,78.7,3.3,S11583,4
Maths,79.5,1.6,S11583,4
Language,75.9,2.0,S11584,2
Science,83.7,6.8,S11584,2
Maths,81.6,5.3,S11584,2
Language,81.3,2.9,S11585,2
Science,77.8,7.5,S11585,2
Maths,76.3,4.2,S11585,2
Language,78.0,1.4,S11586,1
Science,78.4,1.7,S11586,1
Maths,75.1,2.4,S11586,1
Language,74.2,2.1,S11587,1
Science,100.0,5.8,S11587,1
Maths,56.3,4.1,S11587,1
Language,73.5,2.3,S11588,3
Science,77.7,3.1,S11588,3
Maths,76.0,3.3,S11588,3
Language,61.7,2.7,S11589,4
Science,92.2,3.9,S11589,4
Maths,79.3,3.2,S11589,4
Language,81.2,1.8,S11590,4
Science,60.8,1.3,S11590,4
Maths,81.7,3.2,S11590,4
Language,84.7,1.9,S11591,3
Science,96.5,4.8,S11591,3
Maths,61.5,4.5,S11591,3
Language,74.0,2.8,S11592,4
Science,95.5,5.5,S11592,4
Maths,44.4,1.1,S11592,4
Language,71.7,1.8,S11593,4
Science,77.6,3.5,S11593,4
Maths,64.6,5.3,S11593,4
Language,80.3,1.3,S11594,4
Science,95.0,4.3,S11594,4
Maths,48.3,7.0,S11594,4
Language,85.6,2.1,S11595,4
Science,88.9,7.3,S11595,4
Maths,64.3,6.3,S11595,4
Language,81.5,1.2,S11596,4
Science,86.4,4.0,S11596,4
Maths,83.9,4.1,S11596,4
Language,70.1,1.4,S11597,1
Science,92.3,5.4,S11597,1
Maths,49.2,7.2,S11597,1
Language,80.5,1.1,S11598,4
Science,87.6,4.4,S11598,4
Maths,41.8,1.3,S11598,4
Language,82.6,1.9,S11599,1
Science,85.4,2.9,S11599,1
Maths,40.1,7.2,S11599,1
Language,74.0,1.4,S11600,4
Science,86.1,7.7,S11600,4
Maths,68.4,7.2,S11600,4
Language,70.7,2.4,S11601,3
Science,86.6,7.1,S11601,3
Maths,76.9,6.4,S11601,3
Language,73.9,1.5,S11602,2
Science,85.9,7.5,S11602,2
Maths,50.9,3.0,S11602,2
Language,72.8,2.9,S11603,1
Science,85.5,3.3,S11603,1
Maths,78.9,4.0,S11603,1
Language,77.7,1.8,S11604,4
Science,94.5,6.3,S11604,4
Maths,56.2,2.6,S11604,4
Language,78.4,2.2,S11605,3
Science,93.8,6.8,S11605,3
Maths,68.9,5.2,S11605,3
Language,69.5,2.8,S11606,2
Science,84.9,6.8,S11606,2
Maths,52.7,1.1,S11606,2
Language,67.0,2.5,S11607,1
Science,100.0,5.6,S11607,1
Maths,97.3,6.9,S11607,1
Language,71.6,1.5,S11608,2
Science,98.0,5.2,S11608,2
Maths,54.7,2.8,S11608,2
Language,69.2,1.1,S11609,3
Science,62.6,1.6,S11609,3
Maths,86.9,7.1,S11609,3
Language,73.6,2.4,S11610,1
Science,84.6,7.9,S11610,1
Maths,64.0,4.7,S11610,1
Language,79.3,1.9,S11611,2
Science,87.4,7.0,S11611,2
Maths,67.6,4.1,S11611,2
Language,76.3,2.4,S11612,4
Science,66.1,1.7,S11612,4
Maths,65.3,3.6,S11612,4
Language,77.2,2.3,S11613,1
Science,71.5,2.1,S11613,1
Maths,71.3,6.6,S11613,1
Language,75.8,1.7,S11614,2
Science,100.0,7.6,S11614,2
Maths,35.8,6.2,S11614,2
Language,82.6,2.9,S11615,3
Science,75.0,2.8,S11615,3
Maths,36.5,2.7,S11615,3
Language,79.4,1.3,S11616,3
Science,95.6,7.0,S11616,3
Maths,65.8,6.8,S11616,3
Language,70.2,1.2,S11617,1
Science,79.7,7.4,S11617,1
Maths,60.0,3.1,S11617,1
Language,72.1,1.9,S11618,2
Science,85.2,6.6,S11618,2
Maths,55.5,6.8,S11618,2
Language,62.0,2.7,S11619,1
Science,62.8,1.4,S11619,1
Maths,78.3,5.7,S11619,1
Language,79.6,2.2,S11620,1
Science,67.8,1.7,S11620,1
Maths,88.6,3.4,S11620,1
Language,78.8,1.4,S11621,2
Science,85.8,6.6,S11621,2
Maths,54.0,6.3,S11621,2
Language,75.3,1.2,S11622,2
Science,85.1,3.5,S11622,2
Maths,53.8,5.2,S11622,2
Language,81.7,1.9,S11623,4
Science,79.0,2.6,S11623,4
Maths,59.1,7.0,S11623,4
Language,91.1,1.3,S11624,2
Science,100.0,6.5,S11624,2
Maths,80.1,3.2,S11624,2
Language,73.4,2.3,S11625,3
Science,69.5,2.1,S11625,3
Maths,54.3,6.4,S11625,3
Language,73.2,1.6,S11626,1
Science,86.2,4.0,S11626,1
Maths,58.2,7.4,S11626,1
Language,81.2,1.8,S11627,1
Science,98.4,4.9,S11627,1
Maths,60.9,4.4,S11627,1
Language,78.2,1.0,S11628,3
Science,90.9,5.8,S11628,3
Maths,83.0,2.6,S11628,3
Language,60.7,2.8,S11629,2
Science,82.8,3.3,S11629,2
Maths,43.3,6.2,S11629,2
Language,77.5,1.2,S11630,3
Science,61.8,1.2,S11630,3
Maths,83.2,4.4,S11630,3
Language,71.6,2.2,S11631,3
Science,91.6,4.2,S11631,3
Maths,30.0,1.3,S11631,3
Language,77.3,2.8,S11632,4
Science,96.8,6.9,S11632,4
Maths,92.4,6.3,S11632,4
Language,68.2,2.4,S11633,3
Science,100.0,4.6,S11633,3
Maths,71.3,4.9,S11633,3
Language,81.0,2.3,S11634,1
Science,100.0,5.5,S11634,1
Maths,69.7,4.6,S11634,1
Language,87.0,1.5,S11635,3
Science,70.3,1.0,S11635,3
Maths,80.4,7.8,S11635,3
Language,70.1,1.7,S11636,1
Science,62.7,1.5,S11636,1
Maths,69.3,6.4,S11636,1
Language,65.9,2.4,S11637,1
Science,92.2,4.3,S11637,1
Maths,85.3,3.0,S11637,1
Language,70.2,2.8,S11638,1
Science,62.8,1.2,S11638,1
Maths,30.0,1.6,S11638,1
Language,75.7,2.8,S11639,2
Science,93.9,4.2,S11639,2
Maths,57.6,6.9,S11639,2
Language,78.9,2.7,S11640,4
Science,73.3,2.3,S11640,4
Maths,74.5,5.0,S11640,4
Language,86.8,1.1,S11641,1
Science,95.6,6.3,S11641,1
Maths,43.8,1.6,S11641,1
Language,65.6,2.9,S11642,1
Science,65.3,1.9,S11642,1
Maths,75.0,7.6,S11642,1
Language,79.4,2.0,S11643,2
Science,93.7,4.3,S11643,2
Maths,45.6,2.7,S11643,2
Language,68.0,3.0,S11644,1
Science,77.7,2.1,S11644,1
Maths,57.2,6.5,S11644,1
Language,76.9,1.4,S11645,3
Science,95.7,4.9,S11645,3
Maths,75.5,1.6,S11645,3
Language,71.5,1.9,S11646,3
Science,78.6,2.5,S11646,3
Maths,52.2,7.6,S11646,3
Language,80.6,1.4,S11647,4
Science,85.2,3.4,S11647,4
Maths,58.5,6.5,S11647,4
Language,71.2,2.4,S11648,1
Science,91.2,7.1,S11648,1
Maths,63.5,2.9,S11648,1
Language,70.4,2.3,S11649,2
Science,72.8,1.7,S11649,2
Maths,73.5,2.5,S11649,2
Language,74.3,1.2,S11650,3
Science,71.8,2.6,S11650,3
Maths,32.8,2.3,S11650,3
Language,76.0,2.6,S11651,2
Science,71.4,2.3,S11651,2
Maths,74.8,4.4,S11651,2
Language,75.1,1.1,S11652,2
Science,99.4,5.1,S11652,2
Maths,64.4,6.3,S11652,2
Language,65.4,2.6,S11653,3
Science,94.3,6.4,S11653,3
Maths,63.2,7.6,S11653,3
Language,83.0,1.8,S11654,2
Science,97.2,5.9,S11654,2
Maths,45.4,8.0,S11654,2
Language,73.5,1.4,S11655,3
Science,96.0,6.0,S11655,3
Maths,71.5,5.9,S11655,3
Language,81.0,1.5,S11656,2
Science,86.7,6.3,S11656,2
Maths,72.6,7.1,S11656,2
Language,72.8,2.6,S11657,3
Science,95.6,7.3,S11657,3
Maths,58.1,1.9,S11657,3
Language,71.3,1.8,S11658,1
Science,63.9,1.9,S11658,1
Maths,65.0,6.6,S11658,1
Language,71.5,1.5,S11659,4
Science,88.8,2.8,S11659,4
Maths,57.5,1.8,S11659,4
Language,85.8,1.4,S11660,3
Science,68.9,2.7,S11660,3
Maths,51.2,4.4,S11660,3
Language,74.8,1.3,S11661,3
Science,98.0,5.8,S11661,3
Maths,61.6,6.8,S11661,3
Language,72.5,1.9,S11662,4
Science,97.9,4.6,S11662,4
Maths,72.4,3.0,S11662,4
Language,72.6,1.3,S11663,3
Science,100.0,5.9,S11663,3
Maths,30.0,2.0,S11663,3
Language,79.7,1.3,S11664,3
Science,67.2,1.7,S11664,3
Maths,75.7,3.0,S11664,3
Language,81.3,1.8,S11665,2
Science,76.7,3.2,S11665,2
Maths,43.5,7.2,S11665,2
Language,78.3,2.4,S11666,4
Science,81.0,2.8,S11666,4
Maths,89.8,5.3,S11666,4
Language,76.0,1.6,S11667,1
Science,96.3,5.5,S11667,1
Maths,74.1,1.5,S11667,1
Language,81.5,2.0,S11668,3
Science,80.6,7.7,S11668,3
Maths,96.0,4.4,S11668,3
Language,76.7,1.2,S11669,4
Science,79.2,2.8,S11669,4
Maths,68.8,1.1,S11669,4
Language,83.5,1.4,S11670,2
Science,94.3,6.9,S11670,2
Maths,75.9,3.0,S11670,2
Language,76.7,2.4,S11671,1
Science,97.2,5.2,S11671,1
Maths,51.8,6.7,S11671,1
Language,74.3,2.2,S11672,4
Science,92.2,3.6,S11672,4
Maths,68.5,7.5,S11672,4
Language,76.3,1.3,S11673,1
Science,99.2,5.1,S11673,1
Maths,75.0,6.2,S11673,1
Language,73.4,2.6,S11674,1
Science,91.8,4.1,S11674,1
Maths,62.7,2.2,S11674,1
Language,72.4,1.4,S11675,1
Science,54.2,1.3,S11675,1
Maths,76.9,7.3,S11675,1
Language,79.8,1.1,S11676,3
Science,74.0,2.3,S11676,3
Maths,71.0,5.8,S11676,3
Language,79.0,2.7,S11677,3
Science,68.6,2.1,S11677,3
Maths,56.0,2.5,S11677,3
Language,83.0,1.5,S11678,2
Science,76.1,7.3,S11678,2
Maths,53.1,8.0,S11678,2
Language,77.1,1.8,S11679,2
Science,91.0,5.5,S11679,2
Maths,66.4,5.0,S11679,2
Language,63.3,2.9,S11680,4
Science,98.5,4.8,S11680,4
Maths,62.5,6.4,S11680,4
Language,79.1,1.4,S11681,2
Science,97.8,5.2,S11681,2
Maths,57.3,6.9,S11681,2
Language,74.3,1.5,S11682,1
Science,65.2,1.7,S11682,1
Maths,41.1,1.5,S11682,1
Language,78.4,1.7,S11683,1
Science,94.0,7.0,S11683,1
Maths,73.5,4.5,S11683,1
Language,75.1,1.8,S11684,3
Science,66.5,1.6,S11684,3
Maths,89.7,5.6,S11684,3
Language,70.7,2.8,S11685,1
Science,87.1,3.7,S11685,1
Maths,98.5,7.9,S11685,1
Language,70.5,2.7,S11686,4
Science,94.8,6.4,S11686,4
Maths,64.6,2.9,S11686,4
Language,75.3,1.6,S11687,1
Science,87.1,3.5,S11687,1
Maths,61.1,3.4,S11687,1
Language,72.6,2.3,S11688,1
Science,87.1,6.7,S11688,1
Maths,66.7,7.2,S11688,1
Language,64.9,2.5,S11689,4
Science,83.3,3.0,S11689,4
Maths,30.0,1.9,S11689,4
Language,81.4,1.1,S11690,2
Science,59.8,1.5,S11690,2
Maths,51.1,2.3,S11690,2
Language,76.9,1.4,S11691,2
Science,95.8,7.4,S11691,2
Maths,64.6,5.1,S11691,2
Language,77.9,1.4,S11692,4
Science,97.0,6.8,S11692,4
Maths,75.2,3.8,S11692,4
Language,78.1,1.9,S11693,3
Science,98.7,6.3,S11693,3
Maths,50.8,2.5,S11693,3
Language,72.0,2.1,S11694,1
Science,82.2,7.5,S11694,1
Maths,78.3,2.0,S11694,1
Language,87.7,1.2,S11695,4
Science,76.4,3.3,S11695,4
Maths,64.0,6.6,S11695,4
Language,67.5,2.9,S11696,1
Science,89.3,4.2,S11696,1
Maths,68.8,6.2,S11696,1
Language,76.3,1.8,S11697,3
Science,91.4,3.9,S11697,3
Maths,85.6,7.8,S11697,3
Language,74.6,2.4,S11698,1
Science,97.6,6.1,S11698,1
Maths,85.0,3.0,S11698,1
Language,73.5,1.6,S11699,4
Science,100.0,4.9,S11699,4
Maths,51.4,1.8,S11699,4
Language,65.4,2.7,S11700,1
Science,100.0,4.8,S11700,1
Maths,63.7,3.0,S11700,1
Language,72.8,1.1,S11701,2
Science,85.8,7.9,S11701,2
Maths,73.3,3.6,S11701,2
Language,80.4,2.3,S11702,3
Science,88.8,6.1,S11702,3
Maths,78.2,5.8,S11702,3
Language,73.0,1.6,S11703,3
Science,54.4,1.2,S11703,3
Maths,55.5,4.3,S11703,3
Language,67.5,2.4,S11704,3
Science,58.3,1.4,S11704,3
Maths,55.8,5.8,S11704,3
Language,77.3,2.4,S11705,4
Science,100.0,4.8,S11705,4
Maths,44.0,5.5,S11705,4
Language,69.8,2.3,S11706,3
Science,68.8,2.1,S11706,3
Maths,72.6,5.5,S11706,3
Language,83.5,1.3,S11707,2
Science,98.6,6.3,S11707,2
Maths,64.5,1.1,S11707,2
Language,80.3,1.2,S11708,4
Science,62.4,1.5,S11708,4
Maths,55.6,4.5,S11708,4
Language,70.1,2.7,S11709,2
Science,78.1,2.2,S11709,2
Maths,50.2,1.2,S11709,2
Language,71.7,2.3,S11710,1
Science,100.0,5.1,S11710,1
Maths,53.9,1.5,S11710,1
Language,75.8,1.6,S11711,1
Science,93.5,7.1,S11711,1
Maths,55.5,4.0,S11711,1
Language,69.7,1.9,S11712,1
Science,73.3,1.4,S11712,1
Maths,82.8,4.4,S11712,1
Language,79.1,2.1,S11713,1
Science,94.4,4.3,S11713,1
Maths,66.0,6.7,S11713,1
Language,68.9,2.6,S11714,2
Science,100.0,7.1,S11714,2
Maths,55.7,7.5,S11714,2
Language,83.8,1.2,S11715,4
Science,63.6,1.6,S11715,4
Maths,68.5,4.4,S11715,4
Language,72.8,2.4,S11716,4
Science,97.4,4.6,S11716,4
Maths,87.8,4.7,S11716,4
Language,94.3,1.0,S11717,3
Science,55.3,1.0,S11717,3
Maths,69.8,7.3,S11717,3
Language,70.9,2.9,S11718,2
Science,63.2,2.2,S11718,2
Maths,83.0,6.6,S11718,2
Language,77.0,1.2,S11719,1
Science,60.7,1.3,S11719,1
Maths,83.0,8.0,S11719,1
Language,78.7,1.2,S11720,2
Science,96.8,6.8,S11720,2
Maths,56.3,6.7,S11720,2
Language,73.0,2.9,S11721,3
Science,70.3,2.1,S11721,3
Maths,47.9,6.8,S11721,3
Language,78.2,1.9,S11722,3
Science,78.8,2.5,S11722,3
Maths,60.0,7.6,S11722,3
Language,66.3,1.8,S11723,2
Science,66.3,2.2,S11723,2
Maths,52.1,2.4,S11723,2
Language,85.2,1.4,S11724,2
Science,99.7,5.0,S11724,2
Maths,81.2,7.3,S11724,2
Language,78.6,2.3,S11725,2
Science,88.7,4.1,S11725,2
Maths,63.0,7.0,S11725,2
Language,76.0,2.6,S11726,4
Science,57.2,1.1,S11726,4
Maths,70.7,2.5,S11726,4
Language,82.9,1.0,S11727,1
Science,91.0,4.5,S11727,1
Maths,79.8,5.5,S11727,1
Language,78.5,1.2,S11728,2
Science,90.3,5.6,S11728,2
Maths,52.1,2.0,S11728,2
Language,74.7,1.5,S11729,2
Science,84.2,2.6,S11729,2
Maths,63.8,4.1,S11729,2
Language,68.7,2.6,S11730,2
Science,64.9,1.3,S11730,2
Maths,60.8,7.1,S11730,2
Language,73.0,2.2,S11731,3
Science,84.4,7.9,S11731,3
Maths,84.4,3.6,S11731,3
Language,73.1,1.6,S11732,3
Science,81.2,7.7,S11732,3
Maths,55.4,5.0,S11732,3
Language,75.6,1.4,S11733,4
Science,63.6,2.0,S11733,4
Maths,71.9,3.5,S11733,4
Language,69.9,1.3,S11734,1
Science,83.4,3.5,S11734,1
Maths,64.5,1.7,S11734,1
Language,76.3,1.7,S11735,4
Science,92.6,7.1,S11735,4
Maths,76.9,7.0,S11735,4
Language,80.4,1.2,S11736,1
Science,92.9,6.4,S11736,1
Maths,66.2,7.7,S11736,1
Language,74.5,2.4,S11737,3
Science,97.5,6.3,S11737,3
Maths,60.7,6.8,S11737,3
Language,65.5,2.7,S11738,3
Science,67.3,1.2,S11738,3
Maths,35.0,7.5,S11738,3
Language,82.1,1.3,S11739,3
Science,93.0,6.8,S11739,3
Maths,79.2,5.5,S11739,3
Language,76.9,1.7,S11740,4
Science,100.0,4.7,S11740,4
Maths,49.6,7.5,S11740,4
Language,71.4,2.6,S11741,2
Science,100.0,4.7,S11741,2
Maths,79.5,4.1,S11741,2
Language,76.8,2.1,S11742,2
Science,82.3,2.6,S11742,2
Maths,88.9,5.3,S11742,2
Language,77.8,2.2,S11743,3
Science,96.0,7.8,S11743,3
Maths,66.7,1.7,S11743,3
Language,79.8,1.8,S11744,2
Science,67.9,1.3,S11744,2
Maths,88.3,4.8,S11744,2
Language,71.1,1.9,S11745,2
Science,90.6,5.6,S11745,2
Maths,63.5,4.0,S11745,2
Language,76.2,1.3,S11746,4
Science,93.1,3.8,S11746,4
Maths,100.0,7.3,S11746,4
Language,69.3,2.9,S11747,1
Science,88.5,7.2,S11747,1
Maths,40.8,7.8,S11747,1
Language,70.6,1.7,S11748,3
Science,65.5,1.8,S11748,3
Maths,49.0,6.2,S11748,3
Language,83.4,1.1,S11749,3
Science,79.1,7.9,S11749,3
Maths,43.7,7.3,S11749,3
Language,75.5,2.2,S11750,4
Science,83.9,8.0,S11750,4
Maths,55.4,1.6,S11750,4
Language,80.1,2.0,S11751,4
Science,86.6,7.4,S11751,4
Maths,75.4,3.9,S11751,4
Language,77.1,1.1,S11752,2
Science,90.5,6.8,S11752,2
Maths,72.3,2.5,S11752,2
Language,70.6,2.5,S11753,3
Science,75.9,2.5,S11753,3
Maths,71.3,3.7,S11753,3
Language,62.5,2.5,S11754,1
Science,88.5,4.2,S11754,1
Maths,52.3,6.2,S11754,1
Language,75.6,1.9,S11755,4
Science,92.0,7.2,S11755,4
Maths,73.1,5.4,S11755,4
Language,68.5,2.9,S11756,1
Science,77.3,2.6,S11756,1
Maths,74.8,3.8,S11756,1
Language,69.1,1.9,S11757,1
Science,93.6,7.7,S11757,1
Maths,55.0,7.6,S11757,1
Language,70.9,2.8,S11758,3
Science,76.7,3.4,S11758,3
Maths,85.8,3.8,S11758,3
Language,73.2,1.9,S11759,3
Science,100.0,4.7,S11759,3
Maths,59.0,2.1,S11759,3
Language,76.6,2.2,S11760,4
Science,81.1,3.3,S11760,4
Maths,62.7,3.3,S11760,4
Language,78.9,1.6,S11761,3
Science,90.8,3.9,S11761,3
Maths,53.3,5.2,S11761,3
Language,67.9,2.1,S11762,3
Science,74.3,1.9,S11762,3
Maths,53.2,6.3,S11762,3
Language,79.3,1.8,S11763,3
Science,100.0,4.5,S11763,3
Maths,66.5,1.3,S11763,3
Language,72.7,2.4,S11764,1
Science,87.4,6.8,S11764,1
Maths,77.6,4.2,S11764,1
Language,77.9,1.8,S11765,4
Science,73.3,2.3,S11765,4
Maths,70.4,7.0,S11765,4
Language,70.8,1.7,S11766,2
Science,75.3,2.5,S11766,2
Maths,74.5,4.4,S11766,2
Language,73.1,1.8,S11767,1
Science,94.3,6.5,S11767,1
Maths,41.5,1.6,S11767,1
Language,68.6,2.5,S11768,3
Science,100.0,6.8,S11768,3
Maths,54.7,7.6,S11768,3
Language,76.4,1.5,S11769,1
Science,95.0,6.4,S11769,1
Maths,80.1,5.4,S11769,1
Language,71.0,2.0,S11770,3
Science,98.2,6.9,S11770,3
Maths,78.4,5.7,S11770,3
Language,80.4,2.8,S11771,3
Science,84.5,2.8,S11771,3
Maths,69.4,4.4,S11771,3
Language,64.8,2.8,S11772,1
Science,81.7,7.2,S11772,1
Maths,54.2,4.3,S11772,1
Language,78.0,1.6,S11773,4
Science,93.8,5.6,S11773,4
Maths,80.7,5.9,S11773,4
Language,71.1,2.2,S11774,3
Science,84.9,3.9,S11774,3
Maths,80.1,5.9,S11774,3
Language,83.4,2.5,S11775,4
Science,99.9,6.3,S11775,4
Maths,80.2,3.3,S11775,4
Language,76.8,2.8,S11776,2
Science,100.0,4.8,S11776,2
Maths,30.0,2.5,S11776,2
